item_id,element_name,en,es,de,fr,nl
parent_survey_child_208,ChildBehGirls,Always,Siempre,Immer,,
parent_survey_child_209,ChildBeGirl,"Over the last year, how frequently did your child state that they are, or want to be, a girl?","Durante el último año, ¿con qué frecuencia afirmó su niño(a) que es o quiere ser niña?","Wie häufig hat Ihr Kind im letzten Jahr angegeben, dass es ein Mädchen ist oder sein möchte?",,
parent_survey_child_210,ChildBeGirl,Never,Nunca,Nie,,
parent_survey_child_211,ChildBeGirl,Rarely,Rara vez,Selten,,
parent_survey_child_212,ChildBeGirl,Sometimes,A veces,Manchmal,,
parent_survey_child_213,ChildBeGirl,Often,A menudo,Oft,,
parent_survey_child_214,ChildBeGirl,Always,Siempre,Immer,,
parent_survey_child_215,ChildBehBoys,"Over the last year, how frequently did your child engage in behaviors or express preferences that are more commonly associated with boys?","Durante el último año, ¿con qué frecuencia ha tenido su niño(a) comportamientos o ha expresado preferencias que se asocian más comúnmente con los niños?","Wie häufig hat Ihr Kind im letzten Jahr Verhaltensweisen gezeigt oder Vorlieben geäußert, die häufig eher mit Jungen in Verbindung gebracht werden?",,
parent_survey_child_216,ChildBehBoys,Never,Nunca,Nie,,
parent_survey_child_217,ChildBehBoys,Rarely,Rara vez,Selten,,
parent_survey_child_218,ChildBehBoys,Sometimes,A veces,Manchmal,,
parent_survey_child_219,ChildBehBoys,Often,A menudo,Oft,,
parent_survey_child_220,ChildBehBoys,Always,Siempre,Immer,,
parent_survey_child_221,ChildBeBoy,"Over the last year, how frequently did your child state that they are, or want to be, a boy?","Durante el último año, ¿con qué frecuencia afirmó su niño(a) que es o quiere ser niño?","Wie häufig hat Ihr Kind im letzten Jahr angegeben, dass es ein Junge ist oder sein möchte?",,
parent_survey_child_222,ChildBeBoy,Never,Nunca,Nie,,
parent_survey_child_223,ChildBeBoy,Rarely,Rara vez,Selten,,
parent_survey_child_224,ChildBeBoy,Sometimes,A veces,Manchmal,,
parent_survey_child_225,ChildBeBoy,Often,A menudo,Oft,,
parent_survey_child_226,ChildBeBoy,Always,Siempre,Immer,,
parent_survey_child_227,ChildPubertyYN,Has your child begun to show signs of puberty (even if very early)?,¿Su niño(a) ha empezado a mostrar signos de pubertad (aunque sea muy pronto)?,Zeigt Ihr Kind erste Anzeichen der Pubertät (wenn auch sehr früh)?,,
parent_survey_child_228,ChildPubertyYN,Yes,Sí,Ja,,
parent_survey_child_229,ChildPubertyYN,No,,Nein,,
parent_survey_child_230,ChildPubertyFemale,"For each question, please select the answer that best describes what is happening to your child right now.","Para cada pregunta, seleccione la respuesta que mejor describa lo que le ocurre a su niña en este momento.","Bitte wählen Sie für jede Frage die Antwort aus, die am besten beschreibt, was mit Ihrem Kind im Moment passiert.",,
parent_survey_child_231,ChildPubertyGrowthFemale,Would you say that your child's growth in height (getting taller):,¿Qué diría usted del crecimiento de su niña (en estatura)?,Was würdem Sie über das Wachstum Ihres Kindes in der Höhe (größer werden) sagen:,,
parent_survey_child_232,ChildPubertyGrowthFemale,"Has not yet begun to spurt (""spurt"" means more growth than usual)","No ha empezado el estirón (""estirón"" significa un crecimiento acelerado)","Noch nicht mit dem Spurt (""Spurt"" bedeutet schneller wachsen als üblich) begonnen",,
parent_survey_child_233,ChildPubertyGrowthFemale,Has barely started to spurt,Apenas inició el estirón,Kaum mit dem Spurt begonnen,,
parent_survey_child_234,ChildPubertyGrowthFemale,Has definitely started to happen but is not finished,Definitivamente está en el estirón pero aún no ha terminado,Definitiv begonnen aber ist noch nicht abgeschlossen,,
parent_survey_child_235,ChildPubertyGrowthFemale,Seems completed (child is about as tall as she is going to get),Parece que terminó el estirón (ha alcanzado su estatura que va a tener),Scheint abgeschlossen zu sein (das Kind hat seine Größe erreicht),,
parent_survey_child_236,ChildPubertyHairFemale,How about the growth of body hair (e.g. under arms)? Would you say your child's body hair:,"¿Qué diría usted del crecimiento del vello corporal del niña (por ejemplo, en las axilas)? Diría que el vello corporal de su niña:","Wie ist es mit dem Wachstum der Körperbehaarung (z. B. unter den Armen)? Würden Sie sagen, dass die Körperbehaarung Ihres Kindes:",,
parent_survey_child_237,ChildPubertyHairFemale,Has not started growing,No ha empezado a crecer,Noch nicht begonnen hat zu wachsen,,
parent_survey_child_238,ChildPubertyHairFemale,Has barely started growing,Apenas ha empezado a crecer,Kaum begonnen hat zu wachsen,,
parent_survey_child_239,ChildPubertyHairFemale,Has definitely started growing but is not finished,Sí está creciendo pero no ha terminado,Definitiv begonnen hat zu wachsen aber noch nicht abgeschlossen ist,,
parent_survey_child_240,ChildPubertyHairFemale,Seems completed (child has as much body hair as she is going to get),Parece que ha terminado de crecer (la niña tiene todo el vello corporal que va a tener),Abgeschlossen zu sein scheint (das Kind hat seine vollständige Körperbehaarung erreicht),,
parent_survey_child_241,ChildPubertySkinFemale,"Have you noticed any skin changes, especially pimples?","¿Ha notado algún cambio en la piel, especialmente acné?","Haben Sie Hautveränderungen, insbesondere Pickel, festgestellt?",,
parent_survey_child_242,ChildPubertySkinFemale,Not yet started showing changes,No ha empezado a mostrar cambios,Es hat noch nicht damit begonnen,,
parent_survey_child_243,ChildPubertySkinFemale,Have barely started showing changes,Apenas ha empezado a mostrar cambios,"Es hat gerade erst damit begonnen, dass sich Änderungen zeigen",,
parent_survey_child_244,ChildPubertySkinFemale,Skin changes have definitely started but are not finished,Los cambios en la piel han empezado pero no han terminado,"Hautänderungen haben definitiv begonnen, sind aber noch nicht abgeschlossen",,
parent_survey_child_245,ChildPubertySkinFemale,Skin changes seem completed,Parece que los cambios en la piel han terminado,Hautänderungen scheinen abgeschlossen zu sein,,
parent_survey_child_246,ChildPubertyBreastFemale,Have your child's breasts begun to grow?,¿Los pechos de su niña han empezado a crecer?,Hat das Brustwachstum Ihres Kindes begonnen?,,
parent_survey_child_247,ChildPubertyBreastFemale,Not yet started growing,No han empezado a crecer,Es hat noch nicht begonnen,,
parent_survey_child_248,ChildPubertyBreastFemale,Have barely started growing,Apenas han empezado a crecer,Es hat gerade erst begonnen,,
parent_survey_child_249,ChildPubertyBreastFemale,Breast growth has definitely started but is not finished,Han empezado pero no han terminado,"Brustwachstum hat definitiv begonnen, ist aber noch nicht abgeschlossen",,
parent_survey_child_250,ChildPubertyBreastFemale,Breast growth seems completed,Parece que el crecimiento de los pechos ha terminado,Das Brustwachstum scheint abgeschlossen zu sein,,
parent_survey_child_251,ChildPubertyMenstruate,Has your child begun to menstruate?,¿Su niña ya tuvo su primera menstruación?,Hat bei Ihrem Kind die Menstruation bereits begonnen?,,
parent_survey_child_252,ChildPubertyMenstruate,Yes,Sí,Ja,,
parent_survey_child_253,ChildPubertyMenstruate,No,,Nein,,
parent_survey_child_254,ChildPubertyMenstruateAge,"If yes, how old was your child when she first got her period?","De ser así, ¿cuántos años tenía su niña cuando tuvo su primera menstruación?",Hat bei Ihrem Kind die Menstruation bereits begonnen?,,
parent_survey_child_255,ChildPubertyMenstruateAge,years of age,Edad,Lebensjahre,,
parent_survey_child_256,ChildPubertyMale,"For each question, please select the answer that best describes what is happening to your child right now.","Para cada pregunta, seleccione la respuesta que mejor describa lo que le ocurre a su niño en este momento.","Bitte wählen Sie für jede Frage die Antwort aus, die am besten beschreibt, was Ihrem Kind im Moment passiert.",,
parent_survey_child_257,ChildPubertyGrowthMale,Would you say that your child's growth in height (getting taller):,¿Qué diría usted del crecimiento de su niño (en estatura):,Was würdem Sie über das Wachstum Ihres Kindes in der Höhe (größer werden) sagen:,,
parent_survey_child_258,ChildPubertyGrowthMale,"Has not yet begun to spurt (""spurt"" means more growth than usual)","No ha empezado el estirón (""estirón"" significa un crecimiento acelerado)","Noch nicht mit dem Spurt (""Spurt"" bedeutet schneller wachsen als üblich) begonnen",,
parent_survey_child_259,ChildPubertyGrowthMale,Has barely started to spurt,Apenas inició el estirón,Kaum mit dem Spurt begonnen,,
parent_survey_child_260,ChildPubertyGrowthMale,Has definitely started to happen but is not finished,Definitivamente está en el estirón pero aún no ha terminado,Definitiv begonnen aber ist noch nicht abgeschlossen,,
parent_survey_child_261,ChildPubertyGrowthMale,Seems completed (child is about as tall as she is going to get),Parece que terminó el estirón (ha alcanzado su estatura que va a tener),Scheint abgeschlossen zu sein (das Kind hat seine Größe erreicht),,
parent_survey_child_262,ChildPubertyHairMale,How about the growth of body hair (e.g. under arms)? Would you say your child's body hair:,"¿Qué diría usted del crecimiento del vello corporal del niño (por ejemplo, en las axilas)? Diría que el vello corporal de su niño:","Wie ist es mit dem Wachstum der Körperbehaarung (z. B. unter den Armen)? Würden Sie sagen, dass die Körperbehaarung Ihres Kindes:",,
parent_survey_child_263,ChildPubertyHairMale,Has not started growing,No ha empezado a crecer,Noch nicht begonnen hat zu wachsen,,
parent_survey_child_264,ChildPubertyHairMale,Has barely started growing,Apenas ha empezado a crecer,Kaum begonnen hat zu wachsen,,
parent_survey_child_265,ChildPubertyHairMale,Has definitely started growing but is not finished,Definitivamente ha empezado a crecer pero no ha terminado,Definitiv begonnen hat zu wachsen aber noch nicht abgeschlossen ist,,
parent_survey_child_266,ChildPubertyHairMale,Seems completed (child has as much body hair as she is going to get),Parece que ha terminado de crecer (el niño tiene todo el vello corporal que va a tener),Abgeschlossen zu sein scheint (das Kind hat seine vollständige Körperbehaarung erreicht),,
parent_survey_child_267,ChildPubertySkinMale,"Have you noticed any skin changes, especially pimples?","¿Ha notado algún cambio en la piel, especialmente acné?","Haben Sie Hautveränderungen, insbesondere Pickel, festgestellt?",,
parent_survey_child_268,ChildPubertySkinMale,Not yet started showing changes,No ha empezado a mostrar cambios,Veränderungen haben noch nicht begonnen,,
parent_survey_child_269,ChildPubertySkinMale,Have barely started showing changes,Apenas ha empezado a mostrar cambios,Erste Änderungen zeigen sich langsam,,
parent_survey_child_270,ChildPubertySkinMale,Skin changes have definitely started but are not finished,Los cambios en la piel han empezado pero no han terminado,"Hautänderungen haben definitiv begonnen, sind aber noch nicht abgeschlossen",,
parent_survey_child_271,ChildPubertySkinMale,Skin changes seem completed,Parece que los cambios en la piel han terminado,Hautänderungen scheinen abgeschlossen zu sein,,
parent_survey_child_272,ChildPubertyVoiceMale,Has your child's voice started to change?,¿Ha empezado a cambiar la voz de su niño?,"Hat die Stimme Ihres Kindes begonnen, sich zu verändern?",,
parent_survey_child_273,ChildPubertyVoiceMale,Not yet started to change,No ha empezado a cambiar,"Sie hat noch nicht angefangen, sich zu verändern",,
parent_survey_child_274,ChildPubertyVoiceMale,Has barely started changing,Apenas ha empezado a cambiar,"Sie hat kaum angefangen, sich zu verändern",,
parent_survey_child_275,ChildPubertyVoiceMale,Voice change is definitely happening but is not finished,"El cambio de voz está ocurriendo, pero no ha terminado","Der Stimmbruch findet definitiv statt, ist aber noch nicht abgeschlossen",,
parent_survey_child_276,ChildPubertyVoiceMale,Voice change seems completed,El cambio de voz parece haber terminado,Der Stimmbruch scheint abgeschlossen zu sein,,
parent_survey_child_277,ChildPubertyFaceHairMale,Has your child started to grow facial hair (beard or mustache)?,¿Le ha empezado a crecer el vello facial (barba o bigote)?,Hat bei Ihrem Kind die Gesichtsbehaarung (Bart oder Schnurrbart) begonnen?,,
parent_survey_child_278,ChildPubertyFaceHairMale,Not yet started growing facial hair,No ha empezado a crecerle el vello facial,Die Gesichtsbehaarung hat noch nicht begonnen,,
parent_survey_child_279,ChildPubertyFaceHairMale,Has barely started growing facial hair,Apenas ha empezado a crecerle el vello facial,Die Gesichtsbehaarung hat gerade erst begonnen,,
parent_survey_child_280,ChildPubertyFaceHairMale,Hair growth has definitely started (enough to shave),El vello facial ha empezado a crecer (lo suficiente como para afeitarse),"Das Haarwachstum hat definitiv begonnen (genug, um sich zu rasieren)",,
parent_survey_child_281,ChildPubertyFaceHairMale,Probably grows now as fast as it will ever grow,Parece que ya crece a la velocidad que lo hará a futuro,"Wahrscheinlich wächst es jetzt so schnell, wie es maximal wachsen kann",,
parent_survey_child_282,ChildSleep,Please respond to each statement about your child's sleep habits.,Responda a cada una de las afirmaciones sobre los hábitos de sueño de su niño(a).,Bitte beantworten Sie die folgenden Aussagen über die Schlafgewohnheiten Ihres Kindes.,,
parent_survey_child_283,ChildSleepHabits,In the <b>past 7 days</b>....,En los <b>últimos 7 días</b>…,In den <b>letzten 7 Tagen</b>...,,
parent_survey_child_284,ChildSleepHabits,Rarely (0-1 times per week),Rara vez (0-1 veces por semana),Selten (0-1 Mal pro Woche),,
parent_survey_child_285,ChildSleepHabits,Sometimes (2-4 times per week),A veces (2-4 veces por semana),Manchmal (2-4 Mal pro Woche),,
parent_survey_child_286,ChildSleepHabits,Usually (5 or more times per week),Habitualmente (5 o más veces por semana),Häufig (5 oder mehr Mal pro Woche),,
parent_survey_child_287,ChildSleepHabits,Your child had a hard time falling asleep (did not fall asleep within 20 minutes of going to bed).,A su niño(a) le costó dormirse (tardó más de  20 minutos en dormirse).,Ihr Kind hatte Schwierigkeiten beim Einschlafen (schlief nicht innerhalb von 20 Minuten nach dem Zubettgehen ein).,,
parent_survey_child_288,ChildSleepHabits,Your child had difficulty sleeping through the night (woke up once or more during the night).,Su niño(a) tuvo dificultades para dormir toda la noche (se despertó una o más veces durante la noche).,"Ihr Kind hatte Schwierigkeiten, die Nacht durchzuschlafen (es wachte einmal oder öfter in der Nacht auf).",,
parent_survey_child_289,ChildSleepHabits,Your child went to bed at about the same time on the weeknights (Monday-Friday).,Su niño(a) se acuesta más o menos a la misma hora entre semana (de lunes a viernes).,Ihr Kind ist an den Wochentagen (Montag-Freitag) etwa zur gleichen Zeit ins Bett gegangen.,,
parent_survey_child_290,ChildSleepHours,"<b>DURING THE PAST WEEK</b>, about how many hours of sleep per night did your child usually get on the weeknights (Monday-Friday)?","<b>DURANTE LA SEMANA PASADA</b>, ¿cuántas horas durmió normalmente su niño(a) durante la semana por noche (de lunes a viernes)?",Wie viele Stunden Schlaf pro Nacht konnte Ihr Kind in der Regel an den Wochentagen <b>WÄHREND DER VERGANGENEN WOCHE</b> bekommen?,,
parent_survey_child_291,ChildSleepHours,Less than 6 hours,Menos de 6 horas,Weniger als 6 Stunden,,
parent_survey_child_292,ChildSleepHours,6 hours,6 horas,6 Stunden,,
parent_survey_child_293,ChildSleepHours,7 hours,7 horas,7 Stunden,,
parent_survey_child_294,ChildSleepHours,8 hours,8 horas,8 Stunden,,
parent_survey_child_295,ChildSleepHours,9 hours,9 horas,9 Stunden,,
parent_survey_child_296,ChildSleepHours,10 hours,10 horas,10 Stunden,,
parent_survey_child_297,ChildSleepHours,11 hours or more,11 horas o más,11 Stunden oder mehr,,
parent_survey_child_298,CaregiverSectionIntro2,"<block><b><font face=""Verdana"" size=""4"">This section asks about your child's behavior and social interaction.","<block><b><font face=""Verdana"" size=""4"">Esta sección indaga por el comportamiento y la interacción social de su niño(a).","<block><b><font face=""Verdana"" size=""4"">In diesem Abschnitt wird nach dem Verhalten und sozialen Interaktionen Ihres Kindes gefragt.",,
parent_survey_child_299,ChildSDQitems,"For each item, please mark ""Not at all"", ""Not very well"", ""Somewhat well"", or ""Very well"" to indicate <i>how well</i> the sentence applies to your child. Please answer all items as best you can even if you are not absolutely certain.","Para cada frase, indique <i>qué tanto</i> describe a su niño(a) con las siguientes opciones: ""Para nada"", ""Un poco"", ""Bastante"" o ""Completamente"". Le agradecemos que responda a las preguntas lo mejor que pueda, aunque no esté completamente seguro(a).","Bitte markieren Sie zu jeder Aussage, wie gut diese auf Ihr Kind zutrifft: ""Trifft überhaupt nicht zu"", ""Trifft eher nicht zu"", ""Trifft eher zu"" oder ""Trifft voll und ganz zu"". Beantworten Sie bitte alle Fragen so gut Sie können, selbst wenn Sie sich nicht ganz sicher sind.",,
parent_survey_child_300,ChildSDQitems,Not at all,Para nada,Trifft überhaupt nicht zu,,
parent_survey_child_301,ChildSDQitems,Not very well,Un poco,Trifft eher nicht zu,,
parent_survey_child_302,ChildSDQitems,Somewhat well,Bastante,Trifft eher zu,,
parent_survey_child_303,ChildSDQitems,Very well,Completamente,Trifft voll und ganz zu,,
parent_survey_child_304,ChildSDQitems,Your child has difficulty staying still or shows periods of over-activity.,Su niño(a) tiene dificultades para permanecer quieto o tiene periodos de hiperactividad.,"Ihr Kind hat Schwierigkeiten, still zu halten oder zeigt Phasen der Überaktivität.",,
parent_survey_child_305,ChildSDQitems,"Your child often complains about feeling sick (ex: headache, stomach ache).","Su niño(a) se queja a menudo de sentirse enfermo (por ejemplo, dolor de cabeza o de estómago).",Ihr Kind klagt häufig über Unwohlsein (z. B. Kopf- oder Bauchschmerzen).,,
parent_survey_child_306,ChildSDQitems,Your child avoids others or prefers to spend time alone.,Su niño(a) evita a los demás o prefiere pasar tiempo solo.,Ihr Kind meidet andere oder verbringt lieber Zeit allein.,,
parent_survey_child_307,ChildSDQitems,Your child is often worried or anxious.,Su niño(a) suele estar preocupado o ansioso.,Ihr Kind ist oft besorgt oder ängstlich.,,
parent_survey_child_308,ChildSDQitems,You child frequently fidgets.,Su niño(a) está inquieto con frecuencia.,Ihr Kind zappelt häufig herum.,,
parent_survey_child_309,ChildSDQitems,Your child has one (or more) good friends.,Su niño(a) tiene uno(a) (o más) buenos amigos(as).,Ihr Kind hat einen (oder mehrere) gute Freunde.,,
parent_survey_child_310,ChildSDQitems,"You child often seems sad, depressed, or down.","Su niño(a) parece triste, deprimido o decaído con frecuencia.","Ihr Kind wirkt oft traurig, deprimiert oder niedergeschlagen.",,
parent_survey_child_311,ChildSDQitems,Your child gets along with other children.,Su niño(a) se lleva bien con otros niños.,Ihr Kind versteht sich mit anderen Kindern.,,
parent_survey_child_312,ChildSDQitems,Your child gets distracted easily or has trouble staying on task.,Su niño(a) se distrae con facilidad o le cuesta concentrarse.,"Ihr Kind lässt sich leicht ablenken oder hat Schwierigkeiten, bei der Sache zu bleiben.",,
parent_survey_child_313,ChildSDQitems,Your child is shy or clingy.,Su niño(a) es tímido o apegado.,Ihr Kind ist schüchtern oder anhänglich.,,
parent_survey_child_314,ChildSDQitems,Your child treats younger children nicely.,Su niño(a) trata bien a los niños(as) más pequeños.,Ihr Kind geht freundlich mit jüngeren Kindern um.,,
parent_survey_child_315,ChildSDQitems,"Your child often shows dishonest behavior (e.g. lying, cheating).","Su niño(a) muestra a menudo un comportamiento deshonesto (por ejemplo, miente, engaña).","Ihr Kind zeigt oft unehrliches Verhalten (z. B. lügen, betrügen).",,
parent_survey_child_316,ChildSDQitems,"Your child has taken things without permission from home, school, or elsewhere.","Su niño(a) ha tomado cosas sin permiso de la casa, del colegio o de otro sitio.","Ihr Kind hat ohne Erlaubnis Dinge von zu Hause, aus der Schule oder von anderswo mitgenommen.",,
parent_survey_child_317,ChildSDQitems,Your child prefers adults to children.,Su niño(a) prefiere a los adultos que a los niños.,Ihr Kind bevorzugt Erwachsene gegenüber Kindern.,,
parent_survey_child_318,ChildSDQitems,Your child is often nervous or fearful.,Su niño(a) suele estar nervioso o temeroso.,Ihr Kind ist oft nervös oder ängstlich.,,
parent_survey_child_319,ChildSCSitems,Please indicate <i>how well</i> each statement describes your child.,"Por favor, indique <i>qué tanto</i> describe cada enunciado a su niño(a).","Bitte geben Sie an, <b>wie gut</b> jede Aussage Ihr Kind beschreibt.",,
parent_survey_child_320,ChildSCSitems,Not at all,Para nada,Stimmt überhaupt nicht zu,,
parent_survey_child_321,ChildSCSitems,Not very well,Un poco,Stimmt eher nicht zu,,
parent_survey_child_322,ChildSCSitems,Somewhat well,Bastante,Stimmt eher zu,,
parent_survey_child_323,ChildSCSitems,Very well,Completamente,Stimmt voll und ganz zu,,
parent_survey_child_324,ChildSCSitems,Your child accepts things when they do not go their way.,Su niño(a) acepta las cosas cuando no salen como quiere.,"Ihr Kind akzeptiert die Dinge, wenn sie nicht seinen Vorstellungen entsprechen.",,
parent_survey_child_325,ChildSCSitems,Your child copes well with failure.,Su niño(a) afronta bien el fracaso.,Ihr Kind kann gut mit Misserfolgen umgehen.,,
parent_survey_child_326,ChildSCSitems,Your child thinks before acting.,Su niño(a) piensa antes de actuar.,"Ihr Kind denkt nach, bevor es handelt.",,
parent_survey_child_327,ChildSCSitems,Your child resolves problems with friends on their own.,Su niño(a) resuelve por sí mismo los problemas con sus amigos.,Ihr Kind löst Probleme mit Freunden selbständig.,,
parent_survey_child_328,ChildSCSitems,Your child can calm down when excited.,Su niño(a) sabe calmarse cuando se altera.,"Ihr Kind kann sich beruhigen, wenn es aufgeregt ist.",,
parent_survey_child_329,ChildSCSitems,Your child does what they are told to do.,Su niño(a) hace lo que se le pide.,"Ihr Kind tut, was ihm gesagt wird.",,
parent_survey_child_330,ChildSCSitems,Your child is good at understanding others' feelings.,Su niño(a) comprende bien los sentimientos de los demás.,"Ihr Kind ist gut darin, die Gefühle anderer zu verstehen.",,
parent_survey_child_331,ChildSCSitems,Your child controls their temper when there is a disagreement.,Su niño(a) controla su carácter cuando hay desacuerdos.,"Ihr Kind beherrscht sein Temperament, wenn es eine Meinungsverschiedenheit gibt.",,
parent_survey_child_332,ChildSCSitems,Your child shares things with others.,Su niño(a) comparte las cosas con los demás.,Ihr Kind teilt Dinge mit anderen.,,
parent_survey_child_333,ChildSCSitems,Your child is helpful to others.,Su niño(a) ayuda a los demás.,Ihr Kind ist hilfsbereit gegenüber anderen.,,
parent_survey_child_334,ChildSCSitems,Your child listens to others' points of view.,Su niño(a) escucha los puntos de vista de los demás.,Ihr Kind hört sich die Meinung anderer an.,,
parent_survey_child_335,ChildSCSitems,Your child can give suggestions without being bossy.,Su niño(a) sabe hacer sugerencias sin ser autoritario.,"Ihr Kind kann Vorschläge machen, ohne bestimmerisch zu sein.",,
parent_survey_child_336,ChildCBQitems,Please indicate <i>how well</i> each statement describes your child.,"Por favor, indique <i>qué tanto</i> describe cada enunciado a su niño(a).","Bitte geben Sie an, <b>wie gut</b> jede Aussage Ihr Kind beschreibt.",,
parent_survey_child_337,ChildCBQitems,Not at all,Para nada,Stimmt überhaupt nicht zu,,
parent_survey_child_338,ChildCBQitems,Not very well,Un poco,Stimmt eher nicht zu,,
parent_survey_child_339,ChildCBQitems,Somewhat well,Bastante,Stimmt eher zu,,
parent_survey_child_340,ChildCBQitems,Very well,Completamente,Stimmt voll und ganz zu,,
parent_survey_child_341,ChildCBQitems,Your child understands others' feelings.,Su niño(a) comprende los sentimientos de los demás.,Ihr Kind versteht die Gefühle von anderen.,,
parent_survey_child_342,ChildCBQitems,Your child is socially aware of what is happening in a situation.,Su niño(a) está consciente de lo que ocurre en una situación social.,"Ihr Kind hat ein soziales Bewusstsein dafür, was in einer Situation geschieht.",,
parent_survey_child_343,ChildCBQitems,Your child accurately interprets what a peer is trying to do.,Su niño(a) interpreta correctamente lo que un compañero está tratando de hacer.,"Ihr Kind versteht genau, was ein Gleichaltriger zu tun versucht.",,
parent_survey_child_344,ChildCBQitems,Your child exhibits good self-control in responding.,Su niño(a) muestra un buen autocontrol a la hora de responder.,Ihr Kind zeigt eine gute Selbstbeherrschung in seinen/ihren Reaktionen.,,
parent_survey_child_345,ChildCBQitems,Your child generates <i>many</i> solutions to interpersonal problems.,Su niño(a) genera <i>muchas</i> soluciones a los problemas interpersonales.,Ihr Kind findet <i>viele</i> Lösungen für zwischenmenschliche Probleme.,,
parent_survey_child_346,ChildCBQitems,Your child generates <i>good quality</i> solutions to interpersonal problems.,Su niño(a) <i>genera buenas</i> soluciones a los problemas interpersonales.,Ihr Kind entwickelt <i>gute</i> Lösungen für zwischenmenschliche Probleme.,,
parent_survey_child_347,ChildCBQitems,Your child is aware of the effects of his/her behavior on others.,Su niño(a) está consciente de los efectos que tiene su comportamiento en los demás.,"Ihr Kind ist sich bewusst, welche Auswirkungen sein Verhalten auf andere hat.",,
parent_survey_child_348,ChildCBQitems,Your child tries to make sad people happier.,Su niño(a) trata de animar a las personas que están tristes.,"Ihr Kind versucht, traurige Menschen glücklicher zu machen.",,
parent_survey_child_349,ChildCBQitems,Your child helps others with their homework.,Su niño(a) ayuda a los demás a hacer sus tareas.,Ihr Kind hilft anderen bei ihren Hausaufgaben.,,
parent_survey_child_350,ChildCBQitems,Your child lets others use her/his toys or items.,Su niño(a) permite que los demás usen sus juguetes u objetos.,Ihr Kind lässt andere sein Spielzeug oder seine Gegenstände benutzen.,,
parent_survey_child_351,ChildJukesItems,Please indicate <i>how well</i> each statement describes your child.,"Por favor, indique <i>qué tanto</i> describe cada enunciado a su niño(a).","Bitte geben Sie an, <b>wie gut</b> jede Aussage Ihr Kind beschreibt.",,
parent_survey_child_352,ChildJukesItems,Not at all,Para nada,Stimmt überhaupt nicht zu,,
parent_survey_child_353,ChildJukesItems,Not very well,Un poco,Stimmt eher nicht zu,,
parent_survey_child_354,ChildJukesItems,Somewhat well,Bastante,Stimmt eher zu,,
parent_survey_child_355,ChildJukesItems,Very well,Completamente,Stimmt voll und ganz zu,,
parent_survey_child_356,ChildJukesItems,Your child is curious to investigate and understand new things.,Su niño(a) siente curiosidad por investigar y comprender cosas nuevas.,Ihr Kind ist neugierig und will neue Dinge erforschen und verstehen.,,
parent_survey_child_357,ChildJukesItems,Your child is able to make observations and deductions before being told an answer.,Su niño(a) es capaz de hacer observaciones y deducciones antes de que le den una respuesta.,"Ihr Kind ist in der Lage zu beobchten und Schlussfolgerungen zu ziehen, bevor es eine Antwort erhält.",,
parent_survey_child_358,ChildJukesItems,Your child gives unique responses that go beyond those of other children.,Su niño(a) da respuestas únicas que superan las de otros niños.,"Ihr Kind gibt einzigartige Antworten, die über die von anderen Kindern hinausgehen.",,
parent_survey_child_359,ChildJukesItems,Your child often wants to learn new things.,Su niño(a) a menudo quiere aprender cosas nuevas.,Ihr Kind möchte oft neue Dinge lernen.,,
parent_survey_child_360,ChildJukesItems,Your child investigates new objects that appear in the household or community spaces.,Su niño(a) explora nuevos objetos que aparecen en el hogar o en los espacios comunitarios.,"Ihr Kind erforscht neue Gegenstände, die im Haushalt oder in der Gemeinschaft auftauchen.",,
parent_survey_child_361,ChildJukesItems,Your child likes to ask many questions.,A su niño(a) le gusta hacer muchas preguntas.,Ihr Kind stellt gerne viele Fragen.,,
parent_survey_child_362,ChildJukesItems,"If your child makes a mistake, they ask forgiveness.",Su niño(a) pide perdón si comete un error.,"Wenn Ihr Kind einen Fehler macht, bittet es um Entschuldigung.",,
parent_survey_child_363,ChildJukesItems,Your child often plans their own tasks well.,Su niño(a) suele planificar bien sus propias tareas.,Ihr Kind plant seine eigenen Aufgaben oft gut.,,
parent_survey_child_364,ChildJukesItems,Your child completes their own work without being asked or reminded to do so.,Su niño(a) realiza sus trabajos sin que nadie se lo pida ni se lo recuerde.,"Ihr Kind erledigt seine Arbeit selbst, ohne darum gebeten oder daran erinnert zu werden.",,
parent_survey_child_365,ChildJukesItems,Your child works diligently when trying to complete tasks or chores.,Su niño(a) es diligente cuando realiza sus tareas o quehaceres.,"Ihr Kind arbeitet fleißig, wenn es versucht, Aufgaben oder Hausarbeiten zu erledigen.",,
parent_survey_child_366,ChildJukesItems,"If your child cannot do something, they try again.","Si su niño(a) no consigue hacer algo, lo intenta de nuevo.","Wenn Ihr Kind etwas nicht schafft, versucht es es noch einmal.",,
parent_survey_child_367,ChildJukesItems,Your child likes to finish tasks properly.,A su niño(a) le gusta terminar sus tareas correctamente.,"Ihr Kind mag es, Aufgaben ordentlich zu erledigen.",,
parent_survey_child_368,ChildJukesItems,Your child is slow and unhurried in deciding what to do next.,Su niño(a) es pausado y no tiene prisas a la hora de decidir lo que va a hacer.,"Ihr Kind entscheidet langsam und ohne Eile, was es als Nächstes tun will.",,
parent_survey_child_369,ChildJukesItems,Your child continues with a task even when it is tiring.,Su niño(a) continúa con una tarea aunque le resulte agotadora.,"Ihr Kind macht mit einer Aufgabe weiter, auch wenn sie ermüdend ist.",,
