"identifier","labels","text","en","es-CO","de","fr-CA","nl","de-CH","es-AR","en-GH"
"SelfSupport","parent_survey_family","I can talk about my problems with my friends.","I can talk about my problems with my friends.","Puedo hablar de mis problemas con mis amigos.","Ich kann mit meinen Freunden über meine Probleme sprechen.","Je peux parler de mes problèmes avec mes amis.","Ik kan over mijn problemen praten met mijn vrienden.","Ich kann mit meinen Freunden über meine Probleme sprechen.","Puedo hablar de mis problemas con mis amigos.","I can talk about my problems with my friends."
"SelfDiscrim","parent_survey_family","In your day-to-day life how often have any of the following things happened to you?","In your day-to-day life how often have any of the following things happened to you?","En su vida cotidiana","¿con qué frecuencia ha vivido usted alguna de las siguientes situaciones?","Wie oft ist Ihnen in Ihrem Alltag eines der folgenden Dinge passiert?","Dans votre vie quotidienne","à quelle fréquence vous est-il arrivé l'une des choses suivantes?","Hoe vaak zijn de volgende dingen u overkomen in uw dagelijks leven?","Wie oft ist Ihnen in Ihrem Alltag eines der folgenden Dinge passiert?"
"SelfDiscrim","parent_survey_family","Never","Never","Nunca","Nie","Jamais","Nooit","Nie","Nunca","Never"
"SelfDiscrim","parent_survey_family","Less than once a year","Less than once a year","Menos de una vez al año","Weniger als einmal im Jahr","Moins d'une fois par an","Minder dan één keer per jaar","Weniger als einmal im Jahr","Menos de una vez al año","Below the once-a-year marker"
"SelfDiscrim","parent_survey_family","A few times a year","A few times a year","Varias veces al año","Einige Male im Jahr","Quelques fois par an","Een paar keer per jaar","Einige Male im Jahr","Varias veces al año","Some earrings every year"
"SelfDiscrim","parent_survey_family","A few times a month","A few times a month","Algunas veces al mes","Ein paar Mal im Monat","Quelques fois par mois","Een paar keer per maand","Ein paar Mal im Monat","Algunas veces al mes","Few baskets monthly"
"SelfDiscrim","parent_survey_family","At least once a week","At least once a week","Al menos una vez a la semana","Mindestens einmal in der Woche","Au moins une fois par semaine","Minstens één keer per week","Mindestens einmal in der Woche","Al menos una vez a la semana","Weekly occurrences"
"SelfDiscrim","parent_survey_family","Almost everyday","Almost every day","Casi todos los días","Fast jeden Tag","Presque tous les jours","Bijna elke dag","Fast jeden Tag","Casi todos los días","Close to everyday"
"SelfDiscrim","parent_survey_family","You are treated with less courtesy or respect than other people.","You are treated with less courtesy or respect than other people.","Le tratan con menos cortesía o respeto que a otras personas.","Sie werden mit weniger Höflichkeit oder Respekt behandelt als andere Menschen.","Vous êtes traité avec moins de courtoisie ou de respect que d'autres personnes.","U wordt met minder beleefdheid of respect behandeld dan andere mensen.","Sie werden mit weniger Höflichkeit oder Respekt behandelt als andere Menschen.","Le tratan con menos cortesía o respeto que a otras personas.","You dey treated with less regard nor respect compared to the next naas."
"SelfDiscrim","parent_survey_family","You receive poorer service than other people at restaurants or stores.","You receive poorer service than other people at restaurants or stores.","Le atienden peor que a otras personas en restaurantes o tiendas.","Sie werden in Restaurants oder Geschäften schlechter bedient als andere Menschen.","Vous recevez un service moins bon que d'autres personnes aux restaurants ou magasins.","U ontvangt mindere service dan andere mensen in restaurants of winkels.","Sie werden in Restaurants oder Geschäften schlechter bedient als andere Menschen.","Le atienden peor que a otras personas en restaurantes o tiendas.","Receive worse kind of service within joints and shops."
"SelfDiscrim","parent_survey_family","People act as if they think you are not smart.","People act as if they think you are not smart.","La gente actúa como si pensara que usted no es muy inteligente.","Die Leute tun so","als ob sie der Meinung wären","dass sie nicht intelligent sind.","Les gens agissent comme s'ils pensent que vous n'êtes pas intelligent.","Mensen gedragen zich alsof ze denken dat u niet slim bent.","Die Leute tun so"
"SelfDiscrim","parent_survey_family","People act as if they are afraid of you.","People act as if they are afraid of you.","La gente actúa como si le tuviera miedo.","Die Leute tun so","als hätten sie Angst vor Ihnen.","Les gens agissent comme s'ils avaient peur de vous.","Mensen gedragen zich alsof ze bang voor u zijn.","Die Leute tun so","als hätten sie Angst vor Ihnen."
"SelfDiscrim","parent_survey_family","You are threatened or harassed.","You are threatened or harassed.","Le amenazan o acosan.","Sie werden bedroht oder belästigt.","Vous êtes menacé ou harcelé.","U wordt bedreigd of lastiggevallen.","Sie werden bedroht oder belästigt.","Le amenazan o acosan.","You are threatened or harassed."
"SelfLifeChanges","parent_survey_family","Please select Yes or No to indicate whether each event has happened to you <b>in the past year</b>.","Please select Yes or No to indicate whether each event has happened to you <b>in the past year</b>.","Indique con Sí o No si le ha sucedido alguna de las siguientes cosas <b>en el último año</b>.","Bitte wählen Sie """"Ja"""" oder """"Nein""","um anzugeben","ob Ihnen das jeweilige Ereignis im vergangenen Jahr widerfahren ist.","Veuillez sélectionner Oui ou Non pour indiquer si chaque événement vous est arrivé <b>l'année passée</b>.","Selecteer Ja of Nee om aan te geven of elk evenement u is overkomen <b>in het afgelopen jaar</b>.","Please select Yes or No to indicate whether each event has happened to you <b>in the past year</b>."
"SelfLifeChangesHealth","parent_survey_family","Health:","Health:","Salud:","Gesundheit:","Santé :","Gezondheid:","Gesundheit:","Salud:","Health:"
"SelfLifeChanges1","parent_survey_family","An injury or illness which kept you in bed a week or more","or sent you to the hospital.","An injury or illness which kept you in bed a week or more","or sent you to the hospital.","Una lesión o enfermedad que le haya mantenido en cama una semana o más","o que le haya mandado al hospital.","Eine Verletzung oder Krankheit","wegen der Sie mindestens eine Woche oder länger im Bett liegen mussten oder Sie ins Krankenhaus brachte.","Une blessure ou une maladie qui vous a gardé au lit une semaine ou plus"
"SelfLifeChanges1","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges1","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges2","parent_survey_family","An injury or illness which was less serious than above but still sent you to the doctor or kept you in bed for a day or two.","An injury or illness which was less serious than above but still sent you to the doctor or kept you in bed for a day or two.","Una lesión o enfermedad menos grave que las anteriores","pero que le haya obligado a ir al médico o a guardar cama uno o dos días.","Eine Verletzung oder Erkrankung","die weniger schwerwiegend ist als die oben genannten","die aber dennoch einen Arztbesuch oder Bettruhe für ein oder zwei Tage erforderlich machte.","Une blessure ou une maladie moins grave que ci-dessus mais qui vous a tout de même envoyé chez le médecin ou gardé au lit pendant un jour ou deux.","Een verwonding of ziekte die minder ernstig was dan de hierboven genoemde"
"SelfLifeChanges2","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges2","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges3","parent_survey_family","Major dental work.","Major dental work.","Tratamiento dental importante.","Größere zahnärztliche Behandlungen.","Travaux dentaires majeurs.","Grote tandheelkundige behandeling.","Größere zahnärztliche Behandlungen.","Tratamiento dental importante.","Major dental work done."
"SelfLifeChanges3","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges3","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges4","parent_survey_family","Major change in eating habits.","Major change in eating habits.","Cambio importante en los hábitos alimentarios.","Wesentliche Änderung der Essgewohnheiten.","Changement majeur dans les habitudes alimentaires.","Grote verandering in eetgewoonten.","Wesentliche Änderung der Essgewohnheiten.","Cambio importante en los hábitos alimentarios.","Significant changes in eating habits made."
"SelfLifeChanges4","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges4","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges5","parent_survey_family","Major change in sleeping habits.","Major change in sleeping habits.","Cambio importante en los hábitos de sueño.","Wesentliche Änderung der Schlafgewohnheiten.","Changement important dans les habitudes de sommeil.","Grote verandering in slaappatronen.","Wesentliche Änderung der Schlafgewohnheiten.","Cambio importante en los hábitos de sueño.","Changes in sleep patterns or sleep habits engaged."
"SelfLifeChanges5","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges5","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges6","parent_survey_family","Major change in your usual type and/or amount of recreation.","Major change in your usual type and/or amount of recreation.","Cambio importante en el tipo o la cantidad de tiempo de ocio habitual.","Wesentliche Änderung der Art und/oder des Umfangs Ihrer üblichen Freizeitgestaltung.","Changement significatif dans votre type habituel et/ou quantité de loisirs.","Grote verandering in uw gebruikelijke type en/of hoeveelheid recreatie.","Wesentliche Änderung der Art und/oder des Umfangs Ihrer üblichen Freizeitgestaltung.","Cambio importante en el tipo o la cantidad de tiempo de ocio habitual.","Recreational activities dey change type and/or amount noticeably."
"SelfLifeChanges6","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges6","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChangesWork","parent_survey_family","Work:","Work:","Trabajo:","Arbeit:","Travail :","Werk:","Arbeit:","Trabajo:","Work:"
"SelfLifeChanges7","parent_survey_family","Change to a new type of work.","Change to a new type of work.","Cambio de tipo de trabajo.","Wechsel zu einer neuen Art von Arbeit.","Changement vers un nouveau type de travail.","Overstap naar een nieuw type werk.","Wechsel zu einer neuen Art von Arbeit.","Cambio de tipo de trabajo.","Transition into a fresh line of work."
"SelfLifeChanges7","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges7","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges8","parent_survey_family","Change in your work hours or conditions.","Change in your work hours or conditions.","Cambio de horario o de condiciones de trabajo.","Änderung der Arbeitszeiten oder -bedingungen.","Changement dans vos heures ou conditions de travail.","Verandering in uw werkuren of werkomstandigheden.","Änderung der Arbeitszeiten oder -bedingungen.","Cambio de horario o de condiciones de trabajo.","Shift in hours or changes for your current work environment."
"SelfLifeChanges8","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges8","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges9","parent_survey_family","Change in your responsibilities at work (more responsibilities).","Change in your responsibilities at work (more responsibilities).","Cambio de responsabilidades en el trabajo (más responsabilidades).","Änderung Ihrer Verantwortlichkeiten am Arbeitsplatz (mehr Verantwortung).","Changement dans vos responsabilités au travail (plus de responsabilités).","Verandering in uw verantwoordelijkheden op het werk (meer verantwoordelijkheden).","Änderung Ihrer Verantwortlichkeiten am Arbeitsplatz (mehr Verantwortung).","Cambio de responsabilidades en el trabajo (más responsabilidades).","At work"
"SelfLifeChanges9","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges9","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges10","parent_survey_family","Change in your responsibilities at work (fewer responsibilities).","Change in your responsibilities at work (fewer responsibilities).","Cambio de responsabilidades en el trabajo (menos responsabilidades).","Änderung Ihrer Verantwortlichkeiten am Arbeitsplatz (weniger Verantwortlichkeiten).","Changement dans vos responsabilités au travail (moins de responsabilités).","Verandering in uw verantwoordelijkheden op het werk (minder verantwoordelijkheden).","Änderung Ihrer Verantwortlichkeiten am Arbeitsplatz (weniger Verantwortlichkeiten).","Cambio de responsabilidades en el trabajo (menos responsabilidades).","Lower job responsibilities now."
"SelfLifeChanges10","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges10","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges11","parent_survey_family","Change in your responsibilities at work (promotion).","Change in your responsibilities at work (promotion).","Cambio de responsabilidades en el trabajo (ascenso).","Änderung Ihrer Verantwortlichkeiten am Arbeitsplatz (Beförderung).","Changement dans vos responsabilités au travail (promotion).","Verandering in uw verantwoordelijkheden op het werk (promotie).","Änderung Ihrer Verantwortlichkeiten am Arbeitsplatz (Beförderung).","Cambio de responsabilidades en el trabajo (ascenso).","Responsibilities at work shot up 'cause of promotion."
"SelfLifeChanges11","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges11","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges12","parent_survey_family","Change in your responsibilities at work (demotion).","Change in your responsibilities at work (demotion).","Cambio de responsabilidades en el trabajo (descenso).","Änderung Ihrer Verantwortlichkeiten am Arbeitsplatz (Herunterstufung).","Changement dans vos responsabilités au travail (rétrogradation).","Verandering in uw verantwoordelijkheden op het werk (degradatie).","Änderung Ihrer Verantwortlichkeiten am Arbeitsplatz (Herunterstufung).","Cambio de responsabilidades en el trabajo (descenso).","Responsibilities at work curved low by demotion."
"SelfLifeChanges12","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges12","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges13","parent_survey_family","Change in your responsibilities at work (transfer).","Change in your responsibilities at work (transfer).","Cambio de responsabilidades en el trabajo (traslado).","Änderung Ihrer Verantwortlichkeiten am Arbeitsplatz (Versetzung).","Changement dans vos responsabilités au travail (transfert).","Verandering in uw verantwoordelijkheden op het werk (overplaatsing).","Änderung Ihrer Verantwortlichkeiten am Arbeitsplatz (Versetzung).","Cambio de responsabilidades en el trabajo (traslado).","Relocation at job resulted in transfer."
"SelfLifeChanges13","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges13","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges14","parent_survey_family","Troubles at work (with your boss).","Troubles at work (with your boss).","Problemas en el trabajo (con el jefe).","Probleme bei der Arbeit (mit Ihrem Chef).","Problèmes au travail (avec votre patron).","Problemen op het werk (met uw baas).","Probleme bei der Arbeit (mit Ihrem Chef).","Problemas en el trabajo (con el jefe).","They dey give you stress at work"
"SelfLifeChanges14","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges14","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges15","parent_survey_family","Troubles at work (with your coworkers).","Troubles at work (with your coworkers).","Problemas en el trabajo (con los compañeros).","Probleme bei der Arbeit (mit Ihren Kollegen).","Problèmes au travail (avec vos collègues).","Problemen op het werk (met uw collega's).","Probleme bei der Arbeit (mit Ihren Kollegen).","Problemas en el trabajo (con los compañeros).","Work ran into issues"
"SelfLifeChanges15","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges15","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges16","parent_survey_family","Troubles at work (with persons under your supervision).","Troubles at work (with persons under your supervision).","Problemas en el trabajo (con subalternos).","Probleme bei der Arbeit (mit den Ihnen unterstellten Personen).","Problèmes au travail (avec des personnes sous votre supervision).","Problemen op het werk (met personen onder uw toezicht).","Probleme bei der Arbeit (mit den Ihnen unterstellten Personen).","Problemas en el trabajo (con subalternos).","Person or people wey you dey manage for work dey trouble you."
"SelfLifeChanges16","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges16","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges17","parent_survey_family","Other work problems.","Other work problems.","Otros problemas laborales.","Andere Arbeitsprobleme.","Autres problèmes de travail.","Andere werkproblemen.","Andere Arbeitsprobleme.","Otros problemas laborales.","Some other issues wey sprout towards work."
"SelfLifeChanges17","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges17","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges18","parent_survey_family","Major business adjustment.","Major business adjustment.","Cambios importantes de la empresa.","Größere geschäftliche Anpassungen.","Ajustement commercial majeur.","Grote zakelijke aanpassing.","Größere geschäftliche Anpassungen.","Cambios importantes de la empresa.","Business took sharp turn."
"SelfLifeChanges18","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges18","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges19","parent_survey_family","Retirement.","Retirement.","Jubilación.","Ruhestand.","Retraite.","Pensioen.","Ruhestand.","Jubilación.","Retire time."
"SelfLifeChanges19","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges19","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges20","parent_survey_family","Loss of a job (laid off from work).","Loss of a job (laid off from work).","Despido con indemnización","Verlust des Arbeitsplatzes (Entlassung).","Perte d'emploi (licenciement).","Verlies van een baan (ontslagen).","Verlust des Arbeitsplatzes (Entlassung).","Despido con indemnización","No work"
"SelfLifeChanges20","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges20","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges21","parent_survey_family","Loss of a job (fired from work).","Loss of a job (fired from work).","Despido sin indemnización","Verlust des Arbeitsplatzes (gekündigt werden).","Perte d'emploi (renvoi).","Verlies van een baan (ontslagen).","Verlust des Arbeitsplatzes (gekündigt werden).","Despido sin indemnización","Job removal"
"SelfLifeChanges21","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges21","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges22","parent_survey_family","Taking a course to help you with your work.","Taking a course to help you with your work.","Realización de un curso para ayudarle en su trabajo.","Teilnahme an einem Kurs","der Ihnen bei Ihrer Arbeit hilft.","Suivre un cours pour vous aider dans votre travail.","Een cursus volgen om u met uw werk te helpen.","Teilnahme an einem Kurs","der Ihnen bei Ihrer Arbeit hilft."
"SelfLifeChanges22","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges22","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChangesHome","parent_survey_family","Home and Family:","Home and Family:","Hogar y Familia:","Haus und Familie:","Maison et Famille :","Thuis en familie:","Haus und Familie:","Hogar y Familia:","Home and Family:"
"SelfLifeChanges23","parent_survey_family","Major change in living conditions.","Major change in living conditions.","Cambio importante en las condiciones de vida.","Wesentliche Änderung der Lebensumstände.","Changement majeur des conditions de vie.","Grote verandering in leefomstandigheden.","Wesentliche Änderung der Lebensumstände.","Cambio importante en las condiciones de vida.","Big time change for living quarters."
"SelfLifeChanges23","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges23","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges24","parent_survey_family","Change in residence (move within the same town or city).","Change in residence (move within the same town or city).","Cambio de residencia (traslado dentro de la misma vereda","pueblo o ciudad).","Wechsel des Wohnsitzes (Umzug innerhalb derselben Stadt).","Changement de résidence (déménagement dans la même ville).","Verandering van woonplaats (verhuizen binnen dezelfde stad).","Wechsel des Wohnsitzes (Umzug innerhalb derselben Stadt).","Cambio de residencia (traslado dentro de la misma vereda"
"SelfLifeChanges24","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges24","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges25","parent_survey_family","Change in residence (move to a different town","city","or state).","Change in residence (move to a different town","city","or state).","Cambio de residencia (traslado a otro pueblo","ciudad o estado).","Änderung des Wohnsitzes (Umzug in eine andere Stadt oder ein anderes Bundesland)."
"SelfLifeChanges25","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges25","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges26","parent_survey_family","Change in family get-togethers.","Change in family get-togethers.","Cambios en los encuentros y reuniones de familia.","Änderung der Familienzusammenkünfte.","Changement dans les réunions de famille.","Verandering in familie bijeenkomsten.","Änderung der Familienzusammenkünfte.","Cambios en los encuentros y reuniones de familia.","Family reunion season change."
"SelfLifeChanges26","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges26","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges27","parent_survey_family","Major change in health or behavior of family member.","Major change in health or behavior of family member.","Cambio importante en la salud o el comportamiento de un miembro de la familia.","Wesentliche Änderung des Gesundheitszustands oder Verhaltens eines Familienmitglieds.","Changement majeur de santé ou de comportement d'un membre de la famille.","Grote verandering in gezondheid of gedrag van een familielid.","Wesentliche Änderung des Gesundheitszustands oder Verhaltens eines Familienmitglieds.","Cambio importante en la salud o el comportamiento de un miembro de la familia.","Family member dey trouble with health matters."
"SelfLifeChanges27","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges27","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges28","parent_survey_family","Marriage.","Marriage.","Matrimonio.","Heirat.","Mariage.","Huwelijk.","Heirat.","Matrimonio.","Marriage chapter started."
"SelfLifeChanges28","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges28","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges29","parent_survey_family","Pregnancy.","Pregnancy.","Embarazo.","Schwangerschaft.","Grossesse.","Zwangerschap.","Schwangerschaft.","Embarazo.","Expecting baby."
"SelfLifeChanges29","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges29","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges31","parent_survey_family","Gain of a new family member (birth of a child).","Gain of a new family member (birth of a child).","Llegada de un nuevo miembro a la familia (nacimiento de un niño(a)).","Zuwachs eines neuen Familienmitglieds (Geburt eines Kindes).","Arrivée d'un nouveau membre dans la famille (naissance d'un enfant).","Toename van een nieuw gezinslid (geboorte van een kind).","Zuwachs eines neuen Familienmitglieds (Geburt eines Kindes).","Llegada de un nuevo miembro a la familia (nacimiento de un niño(a)).","One more baby for family a fresh-born baby."
"SelfLifeChanges31","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges31","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges32","parent_survey_family","Gain of a new family member (adoption of a child).","Gain of a new family member (adoption of a child).","Llegada de un nuevo miembro de la familia (adopción de un niño(a)).","Zuwachs eines neuen Familienmitglieds (Adoption eines Kindes).","Arrivée d'un nouveau membre dans la famille (adoption d'un enfant).","Toename van een nieuw gezinslid (adoptie van een kind).","Zuwachs eines neuen Familienmitglieds (Adoption eines Kindes).","Llegada de un nuevo miembro de la familia (adopción de un niño(a)).","Added extension for new member"
"SelfLifeChanges32","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges32","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges33","parent_survey_family","Gain of a new family member (a relative moving in with you).","Gain of a new family member (a relative moving in with you).","Llegada de un nuevo familiar (un pariente que se mudó a vivir con usted).","Zuwachs eines neuen Familienmitglieds (ein Verwandter zieht bei Ihnen ein).","Arrivée d'un nouveau membre dans la famille (un parent emménage chez vous).","Toename van een nieuw gezinslid (een familielid komt bij u wonen).","Zuwachs eines neuen Familienmitglieds (ein Verwandter zieht bei Ihnen ein).","Llegada de un nuevo familiar (un pariente que se mudó a vivir con usted).","Added extension for family"
"SelfLifeChanges33","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges33","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges34","parent_survey_family","Spouse beginning or ending work.","Spouse beginning or ending work.","Inicio o terminación de empleo por parte de su cónyuge.","Ehepartner beginnt oder beendet seine Arbeit.","Début ou fin de travail de l'époux(se).","Echtgenoot begint of beëindigt werk.","Ehepartner beginnt oder beendet seine Arbeit.","Inicio o terminación de empleo por parte de su cónyuge.","Life starts with spouse work restarting or ending."
"SelfLifeChanges34","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges34","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges35","parent_survey_family","Child leaving home (to attend college).","Child leaving home (to attend college).","Un menor de edad se va de casa (para seguir sus estudios).","Kind verlässt das Haus (um ein Studium zu beginnen).","Un enfant quitte la maison (pour aller à l'université).","Kind verlaat huis (om naar de universiteit te gaan).","Kind verlässt das Haus (um ein Studium zu beginnen).","Un menor de edad se va de casa (para seguir sus estudios).","The child head out (went to learn or hull for college indeed)."
"SelfLifeChanges35","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges35","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges36","parent_survey_family","Child leaving home (due to marriage).","Child leaving home (due to marriage).","Un menor de edad se va de casa (por matrimonio).","Kind verlässt das Elternhaus (weil es heiratet).","Un enfant quitte la maison (en raison du mariage).","Kind verlaat huis (door huwelijk).","Kind verlässt das Elternhaus (weil es heiratet).","Un menor de edad se va de casa (por matrimonio).","The child head some married"
"SelfLifeChanges36","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges36","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges37","parent_survey_family","Child leaving home (for other reasons).","Child leaving home (for other reasons).","Un menor de edad se va de casa (por otros motivos).","Kind verlässt das Haus (aus anderen Gründen).","Un enfant quitte la maison (pour d'autres raisons).","Kind verlaat huis (om andere redenen).","Kind verlässt das Haus (aus anderen Gründen).","Un menor de edad se va de casa (por otros motivos).","When child went for an excursion"
"SelfLifeChanges37","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges37","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges38","parent_survey_family","Change in arguments with spouse.","Change in arguments with spouse.","Cambios en el tipo y forma de las discusiones con el cónyuge.","Änderung der Streitigkeiten mit dem Ehepartner.","Changement dans les disputes avec le conjoint.","Verandering in ruzies met echtgenoot.","Änderung der Streitigkeiten mit dem Ehepartner.","Cambios en el tipo y forma de las discusiones con el cónyuge.","Spouses exchanged tempers."
"SelfLifeChanges38","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges38","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges39","parent_survey_family","In-law problems.","In-law problems.","Problemas con los suegros.","Schwiegerelternprobleme.","Problèmes avec les beaux-parents.","Problemen met schoonfamilie.","Schwiegerelternprobleme.","Problemas con los suegros.","In-law movie."
"SelfLifeChanges39","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges39","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges40","parent_survey_family","Change to the marital status of your parents (divorce).","Change to the marital status of your parents (divorce).","Cambio en el estado civil de sus padres (divorcio).","Änderung des Ehestandes Ihrer Eltern (Scheidung).","Changement de l'état matrimonial de vos parents (divorce).","Verandering in burgerlijke staat van uw ouders (scheiding).","Änderung des Ehestandes Ihrer Eltern (Scheidung).","Cambio en el estado civil de sus padres (divorcio).","Status of parents got altered"
"SelfLifeChanges40","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges40","parent_survey_family","No","No","No","No","No","No","No","No","No"
